Nombre,Tipo,Fecha inicio,Fecha fin,GPS,Municipio,Precio,Provincia
Programa Hatortxu Rock 2022,Concierto,20220729,20220730,"42.83427,-1.608337",Villava/Atarrabia,Bonos y entradas por día (30<50 €),Navarra
Dantza Plazetan 2022: Ondalan Erraldoien Konpartza,Danza,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Dna 2022: Nik.Eu Residencia De Sayoa Belarra / Ixa,Danza,20220701,20220730,"42.1564,-1.67774",Castejón,Gratuito,Navarra
"Doble Ele, Exposición De Lucia C.Pino",Exposición,20220430,20220730,"43.256963,-2.923441",Bilbao,0,Bizkaia
Curso De Danzas Presanferminero,Formación,20220524,20220730,"42.817643,-1.648541",Pamplona/Iruña,40 €,Navarra
La Reina Del Arga,Teatro,20220730,20220730,"42.447156,-1.678924",Olite/Erriberri,0,Navarra
Las Que Limpian,Teatro,20220730,20220730,"42.447156,-1.678924",Olite/Erriberri,10€-18€,Navarra
Barrence Whitfield & The Savages + Los Chicos + Flamingo Tours,Concierto,20220730,20220730,"42.846718,-2.671635",Vitoria-Gasteiz,20€-25€,Araba
Lucía C. Pino: Doble Ele,Exposición,20220430,20220730,"43.256963,-2.923441",Bilbao,0,Bizkaia
Xutik,Concierto,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,0,Iparralde
Programa Musikaire 2022 En Elorrio,Festival,20220702,20220730,"43.130386,-2.542155",Elorrio,0,Bizkaia
Arabako Plazetan 2022: Babo Royal,Teatro,20220730,20220730,"43.153368,-3.026491",Okondo,Gratuito,Araba
Arabako Plazetan 2022: Al Otro Lado / Bestaldean,Teatro,20220730,20220730,"42.626684,-2.497532",Bernedo,Gratuito,Araba
Arabako Plazetan 2022: Festamentua,Danza,20220730,20220730,"42.566068,-2.633635",Leza,Gratis,Araba
Bastidako Kale Antzerkia 2022: La Herencia,Teatro,20220730,20220730,"42.590459,-2.792992",Labastida,Gratis,Araba
Le Sentier Poã©Tique,Exposición,20220702,20220730,"43.1637466,-1.2369923",Saint-Jean-Pied-de-Port,0,Iparralde
Kristonak,Concierto,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,0,Iparralde
“Bilbao Izan”,Otro,20220705,20220730,"43.256963,-2.923441",Bilbao,Gratis (inscripción),Bizkaia
Musikaire 2022: De Neanderthal A Sapiens,Danza,20220730,20220730,"43.130386,-2.542155",Elorrio,Gratis,Bizkaia
Korterraza Araba 2022 (Etura),Proyección Audiovisual,20220730,20220730,"42.895454,-2.480199",Barrundia,Gratis,Araba
Cine Al Aire Libre: Agur Etxebeste!,Proyección Audiovisual,20220730,20220730,"43.215187,-2.415702",Elgoibar,0,Gipuzkoa
Korterraza Araba 2022 (Valle Salado),Proyección Audiovisual,20220730,20220730,"42.802352,-2.982607",Añana,Gratis,Araba
Korterraza Araba 2022 (Zuazo De Cuartango),Proyección Audiovisual,20220730,20220730,"42.885173,-2.917596",Kuartango,Gratis,Araba
Korterraza Araba 2022 (Ullíbarri-Jáuregui),Proyección Audiovisual,20220730,20220730,"42.329003,-2.861402",San Millán,Gratis,Araba
Ciclo Internacional De Órgano Flysch 2022 (Deba): Jon Laukvik,Concierto,20220730,20220730,"43.295562,-2.353894",Deba,Gratis,Gipuzkoa
Bertso Jaialdia: Amets Arzallus + Andoni Egaña + Nerea Ibarzabal + Oihana Iguaran + Agin Laburu + Maialen Lujanbio,Bertsolarismo,20220730,20220730,"43.189944,-2.052454",Villabona,0,Gipuzkoa
Bertso Saioa: Miren Amuriza + Sebastian Lizaso,Bertsolarismo,20220730,20220730,"43.036248,-2.504542",Aretxabaleta,0,Gipuzkoa
Bertso Jaialdia: Uxue Alberdi + Unai Iturriaga + Paule Ixiar Loizaga + Josu Sanjurjo,Bertsolarismo,20220730,20220730,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
Victoria Moon Y La Maleta De Las Olvidadas,Teatro,20220730,20220730,"43.40443,-2.950102",Plentzia,Gratis,Bizkaia
Galtzagorri Rock Festival 2022: Delion + Hrs + Dresden,Festival,20220730,20220730,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Festival  Ciclo Internacional De Órgano Flysch 2022,Festival,20220702,20220730,"43.278322,-2.126597",Orio,Gratis,Gipuzkoa
Remenber,Concierto,20220730,20220730,"43.338272,-1.789207",Irun,Gratis,Gipuzkoa
Visita Guiada: Atalayas Balleneras,Otro,20220730,20220730,"43.295562,-2.353894",Deba,Gratis (inscripción),Gipuzkoa
Bertso Saioa: Ibon Larrazabal Larra + Asier Legarreta + Garikoitz Sarriugarte,Bertsolarismo,20220730,20220730,"43.35441,-2.846714",Mungia,0,Bizkaia
Ixtaklok Txaranga + Los Bistros Volantes + Liher + Kristonak + Dj Üzkülüz,Concierto,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Dantzazpi,Danza,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Hebenko Ta Hanko,Danza,20220730,20220730,"43.1907221514,-0.903367996216",Gotein-Libarrenx,6€/12€,Iparralde
Nafarroako Jotak,Concierto,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Uda Parkean 2022: Numenak,Actividad Infantil,20220730,20220730,"43.267549,-1.975814",Hernani,Gratis,Gipuzkoa
Uda Parkean 2022: Fili Busters,Teatro,20220730,20220730,"43.267549,-1.975814",Hernani,Gratis,Gipuzkoa
Uda Parkean 2022: Dupla,Concierto,20220730,20220730,"43.267549,-1.975814",Hernani,Gratis,Gipuzkoa
Uda Parkean 2022,Otro,20220728,20220730,"43.267549,-1.975814",Hernani,0,Gipuzkoa
Ciclo Punto De Fuga: Mystery Train,Proyección Audiovisual,20220723,20220730,"43.320725,-1.984449",Donostia-San Sebastián,1€/4€,Gipuzkoa
Baionan Kantuz,Concierto,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Karrikadantza,Danza,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Okb Eguna,Otro,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Skasti + Gozategi + Dj Nemux,Concierto,20220730,20220730,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Fiestas De San Ignacio 2022 En Bilbao,Concierto,20220723,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Matadeixe. 26 Urte: Borrokan + Velutine,Concierto,20220730,20220730,"43.178205,-2.31164",Azkoitia,0,Gipuzkoa
Ganar,Teatro,20220729,20220730,"43.320725,-1.984449",Donostia-San Sebastián,15 / 20 €,Gipuzkoa
Anne Etchegoyen,Concierto,20220730,20220730,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Bilbao Blues Festival 2022: Charla Sobre Pioneras Afroamericanas Y Damas Del Blues En El Museo Guggenheim Bilbao,Conferencia,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Flamingo Tours,Concierto,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Blues Triumvirate,Concierto,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Noa & The Hell Drinkers,Concierto,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Chicago All Stars,Concierto,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Alejo Stivel,Concierto,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Festival De Música De Zumaia 2022: Zumaiako Musika Banda + Aldapeko Basque Latin Jazz,Concierto,20220730,20220730,"43.297258,-2.256848",Zumaia,Gratis,Gipuzkoa
Urdaibaiko Organoak 2022: José Antonio Gonzaga + Pedro Cusac + Benantzi Bilbao,Concierto,20220730,20220730,"43.420422,-2.722158",Bermeo,0,Bizkaia
Eskifaia. Concierto De Verano.,Concierto,20220730,20220730,"43.362531,-1.791498",Hondarribia,Gratis,Gipuzkoa
Festival Internacional De Folclore De Bakio 2022,Festival,20220730,20220730,"43.427864,-2.811455",Bakio,0,Bizkaia
Fiestas De San Ignacio 2022 En Bilbao: Programa De Conciertos,Fiestas,20220723,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Udako Kontzertuak 2022 Arantzako Aterpean: Onki Xin,Concurso,20220730,20220730,"43.191665,-1.732478",Arantza,0,Navarra
Rude Ska + Bada Giro,Concierto,20220730,20220730,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Ozenki,Concierto,20220730,20220730,"43.3260947,-1.0346645",Saint-Palais,0,Iparralde
Critical Sound System,Concierto,20220730,20220730,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Tentaculo + Reclusion + Piñen + Cuero + Puro Odio,Concierto,20220730,20220730,"43.312752,-1.899633",Errenteria,0,Gipuzkoa
Sua + Etxekalte + Altxa Porru,Concierto,20220730,20220730,"43.333712,-2.678589",Forua,Gratis,Bizkaia
Labana + Nealta Folla,Concierto,20220730,20220730,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
New York Ska Jazz Essemble,Concierto,20220730,20220730,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
Doce C + Ugerda + Dj Pezon,Concierto,20220730,20220730,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
Mc Onak + Kaotiko + Djs Burruntzali,Concierto,20220730,20220730,"43.208759,-2.774116",Lemoa,Gratis,Bizkaia
Antilla Reggae Fest 2022,Festival,20220730,20220730,"43.278322,-2.126597",Orio,Gratis,Gipuzkoa
Amak,Concierto,20220730,20220730,"43.320624,-3.020331",Portugalete,Gratis,Bizkaia
Kulto Kultibo + Bastardix + Zirkinik Bez,Concierto,20220730,20220730,"42.96788,-2.718273",Zigoitia,Gratis,Araba
Jon Maia: Kantu Bat Gara,Concierto,20220730,20220730,"43.307023,-2.385069",Mutriku,Gratis,Gipuzkoa
Xutik + Yakadanse Kol,Concierto,20220730,20220730,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
"Miró En Zabalaga. Pájaros, Objetos Y Personajes",Otro,20220730,20220730,"43.267549,-1.975814",Hernani,6 €,Gipuzkoa
Aztarna Beltza Festival 2022,Festival,20220729,20220730,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Mayumaná: Currents,Danza,20220729,20220731,"42.846718,-2.671635",Vitoria-Gasteiz,15 / 30 €,Araba
Bilbao Blues Festival 2022,Festival,20220729,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Testament + Exodus + Heathen,Concierto,20220731,20220731,"42.83427,-1.608337",Villava/Atarrabia,35 €,Navarra
Taller De Cerámica,Formación,20220330,20220731,"43.320725,-1.984449",Donostia-San Sebastián,90€/mes,Gipuzkoa
Naturaleza Y Artificio,Exposición,20220330,20220731,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Festival De Teatro De Olite 2022: Programa,Festival,20220715,20220731,"42.447156,-1.678924",Olite/Erriberri,0,Navarra
Les Chemins De La Photographie 2022,Festival,20220515,20220731,"43.3448219299,-1.62106096745",Ascain,0,Iparralde
La Melancolía Del Turista,Teatro,20220728,20220731,"42.447156,-1.678924",Olite/Erriberri,4€-8€,Navarra
Encuenctro Compañías Navarras,Conferencia,20220731,20220731,"42.447156,-1.678924",Olite/Erriberri,Gratis,Navarra
Malvivir,Teatro,20220731,20220731,"42.447156,-1.678924",Olite/Erriberri,10 / 18 €,Navarra
Arabako Plazetan 2022: Adabaki,Teatro,20220731,20220731,"42.96788,-2.718273",Zigoitia,Gratuito,Araba
"Quehaceres Diarios, Éticos Y Estéticos, Exposición De Elena Arrese",Exposición,20220525,20220731,"43.189944,-2.052454",Villabona,0,Gipuzkoa
Visitas Guiadas De Verano Al Castillo Muñatones,Otro,20220626,20220731,"43.323224,-3.110455",Muskiz,0,Bizkaia
Pastoral Simone Veil,Teatro,20220731,20220731,"43.1977929871,-0.963878631592",Musculdy,0,Iparralde
Uda Giro 2022: Akabo!,Teatro,20220731,20220731,"43.169068,-2.632655",Durango,0,Bizkaia
Exposición Rockin’ Ladies,Exposición,20220625,20220731,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Kultur 2022: The Trikiteens,Concierto,20220731,20220731,"43.090233,-1.669935",Donamaria,Gratis,Navarra
Kultur 2022: Kokoshca,Concierto,20220731,20220731,"42.548367,-2.191678",Los Arcos,Gratis,Navarra
Malandain Ballet Biarritz: Marie Antoinette,Danza,20220728,20220731,"43.320725,-1.984449",Donostia-San Sebastián,15 / 32 €,Gipuzkoa
Gorlizko Musikaldia 2022: Oreka Quartet,Concierto,20220731,20220731,"43.413272,-2.931929",Gorliz,Gratis,Bizkaia
Korterraza Araba 2022 (Guevara),Proyección Audiovisual,20220731,20220731,"42.895454,-2.480199",Barrundia,Gratis,Araba
Korterraza Araba 2022 (Labastida),Proyección Audiovisual,20220731,20220731,"42.590459,-2.792992",Labastida,Gratis,Araba
Harri Tailerraren Zizelkadurak,Exposición,20220721,20220731,"43.4318902137,-1.55105441809",Arbonne,0,Iparralde
"Lugaremos Comunes, Exposición De Sara Berasaluce Y Yone Estivariz",Exposición,20220702,20220731,"43.295562,-2.353894",Deba,Gratis,Gipuzkoa
Concierto De La Banda Municipal De Txistularis De San Sebastián,Concierto,20220731,20220731,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Bertso Saioa: Sustrai Colina + Andoni Egaña + Nerea Elustondo + Julio Soto,Bertsolarismo,20220731,20220731,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Bertso Saioa: Igor Elortza + Arkaitz Estiballes + Oihana Iguaran,Bertsolarismo,20220731,20220731,"43.221425,-2.813527",Galdakao,0,Bizkaia
Bertso Saioa: Unai Agirre Goia + Saioa Alkaiza + Sustrai Colina + Andoni Egaña + Maialen Lujanbio + Alaia Martin,Bertsolarismo,20220731,20220731,"43.100072,-2.083905",Altzo,0,Gipuzkoa
Bertso Saioa: Etxahun Lekue + Aitor Mendiluze + Aitor Sarriegi + Jone Uria Albizuri,Bertsolarismo,20220731,20220731,"43.362286,-3.012567",Getxo,0,Bizkaia
Easo Escolania  Y Easo Gazte Abesbatza: Itsasotik,Teatro,20220731,20220731,"43.2482,-1.990517",Urnieta,3 €,Gipuzkoa
Jazz. Javier De La Torre,Exposición,20220708,20220731,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Exposición De Martxe Arana (Pintura) Y Félix Bárcena (Escultura),Exposición,20220707,20220731,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Orai Bat,Danza,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Botakantu,Concierto,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Programa De Fiestas De Etxebarri 2022,Fiestas,20220722,20220731,"43.247179,-2.890139",Etxebarri,0,Bizkaia
Programa De Fiestas De San Ignacio 2022 En Forua,Festival,20220723,20220731,"43.333712,-2.678589",Forua,0,Bizkaia
Programa De Fiestas De San Ignacio 2022 En Algorta,Otro,20220728,20220731,"43.362286,-3.012567",Getxo,0,Bizkaia
Programa De Fiestas De Lemoa 2022,Fiestas,20220728,20220731,"43.208759,-2.774116",Lemoa,0,Bizkaia
Exposición: Enrike Zubia,Exposición,20220715,20220731,"43.407335,-2.698322",Mundaka,0,Bizkaia
"Kartoia, Papera, Guraizeak",Exposición,20220715,20220731,"43.380135,-2.585593",Ea,0,Bizkaia
Dantzazpi,Danza,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Baionan Kantuz,Concierto,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Karrikadantza,Danza,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Programa De Fiestas De Zubieta 2022 En San Sebastián,Fiestas,20220723,20220731,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Fiestas De Forua 2022: Programa De San Ignacio 2022,Festival,20220723,20220731,"43.333712,-2.678589",Forua,0,Bizkaia
Programa De Fiestas De Santa Ana 2022 En Tudela,Fiestas,20220724,20220731,"42.080459,-1.659237",Tudela,0,Navarra
Programa De Fiestas De Tudela 2022 (Santa Ana 2022),Fiestas,20220724,20220731,"42.080459,-1.659237",Tudela,0,Navarra
Programa De Fiestas De Baiona 2022,Fiestas,20220727,20220731,"43.493343207,-1.4747428894",Bayonne,0,Iparralde
Programa De Fiestas De Santiago 2022 En Villabona,Fiestas,20220724,20220731,"43.189944,-2.052454",Villabona,0,Gipuzkoa
Nokono,Concierto,20220731,20220731,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Programa De Fiestas De Santiago 2022 En Donibane (Pasaia),Fiestas,20220722,20220731,"43.325139,-1.927069",Pasaia,0,Gipuzkoa
Programa De Las Fiestas Alternativas De Baiona 2022,Fiestas,20220727,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Programa De Fiestas De Donibane (Pasaia): Santiago Jaiak 2022,Fiestas,20220722,20220731,"43.325139,-1.927069",Pasaia,0,Gipuzkoa
Programa De Fiestas De Villabona: Santiago 2022,Fiestas,20220724,20220731,"43.189944,-2.052454",Villabona,0,Gipuzkoa
Karrikaldia 2022,Festival,20220728,20220731,"43.493343207,-1.4747428894",Bayonne,0,Iparralde
Irabazi,Teatro,20220727,20220731,"43.320725,-1.984449",Donostia-San Sebastián,13 / 20 €,Gipuzkoa
Fiestas De Baiona 2022: Programa,Otro,20220727,20220731,"43.493343207,-1.4747428894",Bayonne,0,Iparralde
Programa Bilbao Blues Festival 2022,Festival,20220729,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
La Coral Bi Hotsak En Fiestas De Ugarte,Concierto,20220731,20220731,"43.143332,-2.962985",Llodio,Gratis,Araba
Baserriak Zuzenean!: Igor Arzuaga Eta Lagunak,Concierto,20220731,20220731,"43.080494,-2.877664",Orozko,0,Bizkaia
Bilbao Blues Festival 2022: Granujas A Todo Ritmo & Dixie Band,Concierto,20220731,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Wax & Boogie Feat Drew Davies,Concierto,20220731,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Chicago All Stars,Concierto,20220731,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Shemekia Copeland,Concierto,20220731,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Fantastic Negrito,Concierto,20220731,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bilbao Blues Festival 2022: Travelling Brothers,Concierto,20220731,20220731,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Programa De Eguzki Jaia 2022 En Zigoitia,Concierto,20220729,20220731,"42.96788,-2.718273",Zigoitia,0,Araba
Bertso Saioa: Agin Laburu + Ekain Tolaretxipi,Bertsolarismo,20220731,20220731,"43.267549,-1.975814",Hernani,0,Gipuzkoa
Bertso Saioa: Ane Labaka Mayoz + Jon Maia,Bertsolarismo,20220731,20220731,"43.320698,-2.420475",Ondarroa,0,Bizkaia
Programa De Fiestas De San Ignacio 2022 En Retuerto,Fiestas,20220728,20220731,"43.296826,-2.985259",Barakaldo,Gratis,Bizkaia
Programa De Fiestas De Amara Viejo 2022,Fiestas,20220728,20220731,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Programa De Fiestas De Loiola 2022 En Donostia/San Sebastián,Fiestas,20220728,20220731,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Ithaka + Ezpalak + Ukabil,Concierto,20220731,20220731,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Aho Zakil Konekzion + Kurtney Barnetx,Concierto,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,0,Iparralde
Programa Completo De Fiestas De San Ignacio 2022 En Algorta,Fiestas,20220728,20220731,"43.362286,-3.012567",Getxo,0,Bizkaia
Amak,Concierto,20220731,20220731,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Nat Eta Watson + Boujalal,Concierto,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Old Scholl Funky Family,Concierto,20220731,20220731,"43.493343207,-1.4747428894",Bayonne,Gratis,Iparralde
Los Chikos Del Maiz,Concierto,20220731,20220731,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Mutxikoak,Danza,20220731,20220731,"43.3845908706,-1.6667675972",Ciboure,0,Iparralde
Urdaibaiko Organoak 2022: Matthias Haarmann,Concierto,20220731,20220731,"43.317233,-2.678958",Gernika-Lumo,0,Bizkaia
"Siria, Exposición De Juan Arroyo",Exposición,20220401,20220801,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Bihotzez,Concierto,20220801,20220801,"43.3878675,-1.660283",Saint-Jean-de-Luz,0,Iparralde
"La Puerta Cerrada, Exposición De Imanol Bueno Bernaola",Exposición,20220714,20220801,"43.427864,-2.811455",Bakio,GRATIS,Bizkaia
Nokono,Concierto,20220801,20220801,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Programa De Fiestas De Ugarte 2022 En Laudio,Concierto,20220729,20220801,"43.143332,-2.962985",Llodio,0,Araba
Programación De Fiestas De Ugarte 2022 En Laudio,Fiestas,20220729,20220801,"43.143332,-2.962985",Llodio,0,Araba
Festival De Música De Zumaia 2022: Hesia Urraturik – Xabier Lete In Memoriam (San Pedro Abesbatza + Sapere Aude Sinfonieta),Concierto,20220801,20220801,"43.297258,-2.256848",Zumaia,3 / 12 € (en la oficina de turismo),Gipuzkoa
Bertso Saioa: Ander Elortegi + Xabat Galletebeitia + Ane Labaka Mayoz,Bertsolarismo,20220801,20220801,"43.352628,-2.476711",Mendexa,0,Bizkaia
J Martina + Ziakhus & Durum Solo Karnne + Maixa Eta Malakias,Concierto,20220801,20220801,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Onki Xin + Asian Dub Foundation,Concierto,20220801,20220801,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Semana De La Música En Bermeo 2022: Ganbara Abesbatza,Concierto,20220801,20220801,"43.420422,-2.722158",Bermeo,Gratis,Bizkaia
Festival De Teatro De Humor De Araia 2022: Somos La Ley,Teatro,20220801,20220801,"42.659981,-2.879353",Zambrana,Gratis,Araba
Gora Bihotzak!,Teatro,20220801,20220801,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Bbk La Ruta Del Arte: Mujeres En El Museo,Exposición,20220726,20220802,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
Francoren Mende Kantatzen Genuenean Mintzaldi Kantatua,Otro,20220802,20220802,"43.0696605,-1.4162851",Urepel,0,Iparralde
Bihotzez,Concierto,20220802,20220802,"43.303261,-2.204363",Getaria,0,Gipuzkoa
Programa De Fiestas De San Ignacio 2022 En Azpeitia (Saninaziyuek),Fiestas,20220722,20220802,"43.183900834486366,-2.2654151916503906",Azpeitia,0,Gipuzkoa
Fiestas De Azpeitia 2022: Programa De San Ignacio 2022  (Saninaziyuek),Fiestas,20220722,20220802,"43.183900834486366,-2.2654151916503906",Azpeitia,0,Gipuzkoa
Quincena Musical De San Sebastián 2022: Monteverdi Choir / English Baroque Soloists / John Eliot Gardiner,Concierto,20220802,20220802,"43.320725,-1.984449",Donostia-San Sebastián,11 / 60 €,Gipuzkoa
Festival De Música De Zumaia 2022: La Flauta Mágica (Proyección De Ópera),Proyección Audiovisual,20220802,20220802,"43.297258,-2.256848",Zumaia,5 € (a la venta en Aita Mari Antzokia),Gipuzkoa
Quincena Musical De San Sebastián 2022: Jon Laukvik,Concierto,20220802,20220802,"43.136978,-2.073914",Tolosa,Gratis,Gipuzkoa
Quincena Musical De San Sebastián 2022: Trio Artio,Concierto,20220802,20220802,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Quincena Musical De San Sebastián 2022: Liana Gourdjia / Josu Okiñena,Concierto,20220802,20220802,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Quincena Musical De San Sebastián 2022: Kea Ahots Taldea,Concierto,20220802,20220802,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Quincena Musical De San Sebastián 2022: Oñatiko Ganbara Abesbatza,Concierto,20220802,20220802,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Janus Lester + Joseba B. Lenoir,Concierto,20220802,20220802,"43.286434,-1.675383",Bera,Gratis,Navarra
Zelanda + Skakeitan,Concierto,20220802,20220802,"42.925839,-2.077271",Etxarri-Aranatz,Gratis,Navarra
Tribade + Txiltxoko + Bengo + Ziztada & Rlantz,Concierto,20220802,20220802,"43.299282,-1.857874",Oiartzun,Gratis,Gipuzkoa
Zirikolatz,Danza,20220802,20220802,"43.3568261888,-1.55044555664",Saint-Pée-sur-Nivelle,0,Iparralde
Semana De La Música En Bermeo 2022: Kendra,Concierto,20220802,20220802,"43.420422,-2.722158",Bermeo,Gratis,Bizkaia
Festival De Las Murallas 2022: Entre Nous,Teatro,20220802,20220802,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Gabe,Teatro,20220802,20220802,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Bertso Saioa: Saioa Alkaiza + Igor Elortza,Bertsolarismo,20220803,20220803,"43.286434,-1.675383",Bera,0,Navarra
Chouk Bwa & The Angstromers,Concierto,20220803,20220803,"43.320725,-1.984449",Donostia-San Sebastián,12€/15€,Gipuzkoa
Bertso Jaialdia: Andoni Egaña + Oihana Iguaran + Eneko Lazkoz + Iker Zubeldia,Bertsolarismo,20220803,20220803,"42.925839,-2.077271",Etxarri-Aranatz,0,Navarra
Txoborro & Tor: Aztikeriak,Actividad Infantil,20220803,20220803,"43.118217,-2.413358",Bergara,Gratis,Gipuzkoa
Paretak Mintzo,Otro,20220803,20220803,"43.2570199,-1.2332296",Irissarry,0,Iparralde
Quincena Musical De San Sebastián 2022: François Espinasse,Concierto,20220803,20220803,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Kaleko Urdangak + Iheskide + Yakolev 42,Concierto,20220803,20220803,"43.299282,-1.857874",Oiartzun,Gratis,Gipuzkoa
Boka Seka Studio,Concierto,20220803,20220803,"43.136978,-2.073914",Tolosa,Gratis,Gipuzkoa
Semana De La Música En Bermeo 2022: Musbika Ensemble,Concierto,20220803,20220803,"43.420422,-2.722158",Bermeo,Gratis,Bizkaia
Festival De Las Murallas 2022: La Banda,Danza,20220803,20220803,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Smc - Ciclo Salas De Música En La Calle 2022: Micky & The Buzz,Concierto,20220803,20220803,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
Capitán Corchea,Concierto,20220803,20220803,"42.817643,-1.648541",Pamplona/Iruña,0,Navarra
Nunavut,Danza,20220804,20220804,"43.338272,-1.789207",Irun,0,Gipuzkoa
Antzerkia Familian: Indartsuak,Actividad Infantil,20220804,20220804,"43.280364,-2.171588",Zarautz,Gratis,Gipuzkoa
Elgarrekin,Concierto,20220804,20220804,"43.3851522724,-1.30308151245",Hasparren,0,Iparralde
